Solver,Time,Hypervolume,Standard Deviation
nsga2,0.0177038106,0.6382279866666667,0.05202512105207486
nsga2,0.05165999066666667,0.6556991466666666,0.04858648240331191
nsga2,0.08414720133333334,0.6753368266666666,0.04469863889910789
nsga2,0.14685755866666667,0.70931118,0.03762793720829345
nsga2,0.21459206866666666,0.7385382133333334,0.03718847807233759
nsga2,0.31440300666666665,0.77249228,0.03800501163916262
nsga2,0.45042145333333333,0.80491792,0.040460480532818414
nsga2,0.6448748533333334,0.8334020066666666,0.040799626816212874
nsga2,0.91132324,0.8570039666666667,0.0419501026883444
nsga2,1.2819377733333333,0.8734836066666667,0.04355391030532757
nsga2,1.7922421266666666,0.8856489266666666,0.04539997516335788
nsga2,2.4983508666666667,0.8937596133333333,0.04622705194342039
nsga2,3.478875866666667,0.8995173933333334,0.04612963803740172
nsga2,4.834400066666666,0.9038485466666667,0.045800911697878546
nsga2,6.711026733333333,0.9071387733333334,0.04540313123447089
nsga2,9.3064616,0.9097089066666667,0.04530412833409375
nsga2,12.899299133333333,0.91201752,0.04511139628194088
nsga2,17.872953333333335,0.9141743866666666,0.0448650269506854
nsga2,24.759731333333335,0.9161654666666667,0.044738020716984996
nsga2,34.30201,0.9177368133333333,0.044819859319142674
nsga2,47.52174866666667,0.9188369066666666,0.04485008350172869
nsga2,65.84223,0.9198080733333334,0.044889280781292326
nsga2,91.23664533333333,0.9208097866666667,0.04488953559745886
nsga2,126.44634,0.9216019599999999,0.044880570181880915
nsga2,175.2783,0.9223456133333333,0.0448783744791381
nsga2,243.01768666666666,0.92301702,0.04492894523241764
nsga2,337.01308,0.92376434,0.045073295030692975
nsga2,467.47201333333334,0.92437046,0.04513483248197828
nsga2,648.5872666666667,0.9251188,0.045071209239030366
nsga2,900.01932,0.9257371333333333,0.04500940169954751
nspso,0.0180352158,0.6382279866666667,0.05202512105207486
nspso,0.056582024,0.6658382733333333,0.047914673314453766
nspso,0.08973236866666667,0.6761455266666667,0.04363109052466793
nspso,0.15202296133333335,0.68948432,0.038557822356343675
nspso,0.22219560666666666,0.6979469066666667,0.03596239599026124
nspso,0.32369464,0.70879098,0.033467246740590574
nspso,0.46006472666666665,0.7196492066666667,0.03201378217725254
nspso,0.65690396,0.7312799466666666,0.030921310011967428
nspso,0.92648902,0.7428917533333333,0.031044456461755958
nspso,1.3009995133333334,0.75488148,0.033494641901609376
nspso,1.8185282666666667,0.7664198133333333,0.033745295881043184
nspso,2.5345641333333333,0.7796509266666667,0.0364539408613588
nspso,3.5260453333333333,0.79110486,0.03855803230398
nspso,4.896544266666667,0.80194204,0.04046423161990097
nspso,6.79289,0.81278614,0.04097518381039559
nspso,9.416163266666667,0.8221918333333333,0.04058619573013118
nspso,13.047741666666667,0.8303593066666667,0.03949967545189015
nspso,18.073123333333335,0.83740352,0.0389018436511604
nspso,25.027671333333334,0.8440767266666667,0.03862401281619322
nspso,34.655108,0.85089434,0.03846438532932534
nspso,47.98375933333333,0.8574513266666667,0.037970892707086965
nspso,66.438346,0.8634764933333333,0.03826855995518487
nspso,91.99347933333333,0.8692389733333333,0.0380466672776852
nspso,127.3871,0.8749395066666666,0.0381916610680596
nspso,176.41386666666668,0.8795241333333333,0.038536483166141625
nspso,244.33322,0.8837131466666667,0.03913368265359186
nspso,338.4387,0.886961,0.03952964015934773
nspso,468.84372666666667,0.8899029066666667,0.04022526307485005
nspso,649.5699333333333,0.89246506,0.04053249838899761
nspso,900.0165,0.8949148533333333,0.04111565518322832
moead,0.018581456333333333,0.6382279866666667,0.05202512105207486
moead,0.04791745866666667,0.6515414933333333,0.05175556282817364
moead,0.07742572866666667,0.6623259266666667,0.050289347513332625
moead,0.13368232733333332,0.6752041066666666,0.05075909331872351
moead,0.19531200066666668,0.6847132333333333,0.04966058856906276
moead,0.28529805333333336,0.6946086266666667,0.049812006399436864
moead,0.40930826666666664,0.7045271666666667,0.049858423984252775
moead,0.5891450533333333,0.71489974,0.05262625019311486
moead,0.83629878,0.7246770866666666,0.05254292423463569
moead,1.17809646,0.7339994866666667,0.05190949304043131
moead,1.6539077933333333,0.74311696,0.05068079571514773
moead,2.3126451333333335,0.7532216533333334,0.049171056615496735
moead,3.2308535333333332,0.7633988866666667,0.048464514683257826
moead,4.506803266666667,0.7745987,0.048662720576874374
moead,6.2810418,0.7867776933333334,0.04987605945613353
moead,8.746190733333334,0.7968511466666667,0.05039770738598711
moead,12.1729588,0.8083124466666667,0.0497699601455849
moead,16.938788666666667,0.81796624,0.04930726486144319
moead,23.569478,0.8279816266666666,0.04773871141935538
moead,32.79688266666667,0.83729188,0.04505548698209306
moead,45.636902,0.8461467066666667,0.042698372607899736
moead,63.511158,0.8522333333333333,0.04107267649045391
moead,88.40115333333334,0.8571515733333334,0.040128010848061016
moead,123.06651666666667,0.8605537466666666,0.03983187536007427
moead,171.36241333333334,0.8640965466666667,0.03957094685245504
moead,238.66344666666666,0.8664820333333333,0.039582059098986495
moead,332.4710866666667,0.8684462133333334,0.039672147127244414
moead,463.25830666666667,0.87039222,0.03989052854764318
moead,645.6482266666667,0.87312492,0.03957021674494441
moead,900.0164066666666,0.87577012,0.03870830604358742
mhaco,0.0179862566,0.6382279866666667,0.05202512105207486
mhaco,0.05014100133333333,0.6544955466666666,0.04699443963233169
mhaco,0.081197112,0.6636934866666667,0.04456027510439108
mhaco,0.13919471133333333,0.6772166933333333,0.03968185008286892
mhaco,0.20933384866666666,0.70000194,0.03374666109026702
mhaco,0.3062879926666667,0.7234614666666667,0.032561010647884275
mhaco,0.4402247733333333,0.73851642,0.034090793162473904
mhaco,0.6264478133333333,0.7574739133333334,0.03617542015320478
mhaco,0.88478992,0.7716944666666666,0.03929518417146497
mhaco,1.2431642666666667,0.7860692466666667,0.04141604633163475
mhaco,1.7385533133333333,0.7975147066666667,0.04221141014842725
mhaco,2.4239844066666665,0.80848628,0.042059990908818956
mhaco,3.3744930666666666,0.8179873333333333,0.0415786994049873
mhaco,4.6914796,0.82510854,0.04124701525823601
mhaco,6.517577533333333,0.8308946866666667,0.04012298252815778
mhaco,9.048791133333333,0.8365840866666666,0.03870888723942586
mhaco,12.558915466666667,0.8412736533333334,0.03831240726819948
mhaco,17.426687866666665,0.8462035466666666,0.037691473864278194
mhaco,24.183759333333334,0.8497844466666666,0.037714086188060984
mhaco,33.560466,0.85281052,0.03743946413022838
mhaco,46.578032666666665,0.8552467333333333,0.03738331725213868
mhaco,64.65820666666667,0.85801464,0.03752405156629634
mhaco,89.77534133333333,0.8607948666666667,0.03776025969273305
mhaco,124.678362,0.8630054466666667,0.0377396087412163
mhaco,173.1995,0.86480526,0.037858040915754294
mhaco,240.67072,0.86676062,0.0381913877523709
mhaco,334.52505333333335,0.8687039533333334,0.038246828736780605
mhaco,465.12624666666665,0.87020968,0.038359607087888443
mhaco,646.9206666666666,0.8717144866666666,0.03812647978912503
mhaco,900.01542,0.87300468,0.037931919638752865
ihs,0.018436448933333332,0.6382279866666667,0.05202512105207486
ihs,0.028626072733333334,0.6383821733333334,0.05202146231153212
ihs,0.043888652,0.6398133933333333,0.052400450648953184
ihs,0.06545279866666667,0.64293444,0.052016828428675416
ihs,0.09659798533333333,0.6479732533333333,0.051296555590659224
ihs,0.141401044,0.65321026,0.049899945576684826
ihs,0.20555758066666666,0.6585654666666667,0.04990006367424306
ihs,0.29755292,0.66730944,0.04633278345517815
ihs,0.42952198,0.6768649266666666,0.045491089998625465
ihs,0.61902482,0.68897074,0.04214965069929864
ihs,0.8912743533333334,0.7011547866666666,0.03986104347775396
ihs,1.2821814333333332,0.7172819333333333,0.03534366735123071
ihs,1.84357356,0.7310736933333334,0.035487682296317755
ihs,2.650243666666667,0.7460171533333333,0.03613480683277694
ihs,3.8093444666666665,0.7590623533333334,0.03508689152481761
ihs,5.4755091333333334,0.7711951533333333,0.03539632906680947
ihs,7.8710152,0.7836615733333333,0.03632616576462503
ihs,11.3166704,0.7947982533333333,0.03741506968463191
ihs,16.2731992,0.8058981066666666,0.037972407650915925
ihs,23.405416,0.81445016,0.03808498138296343
ihs,33.671138666666664,0.8218313533333333,0.03893233189497333
ihs,48.45204,0.82995912,0.04054676201868983
ihs,69.74006666666666,0.8362286933333333,0.04109331990046846
ihs,100.40926066666667,0.8425667933333333,0.041207948190990586
ihs,144.60698666666667,0.8475791533333333,0.04190576178412552
ihs,208.32088,0.8518844666666666,0.042065826382035806
ihs,300.1987,0.85615116,0.042187942201324324
ihs,432.73204,0.8599227266666667,0.04246209414422123
ihs,623.9726733333333,0.8639300533333333,0.043281711752951646
ihs,900.0039066666667,0.8671475466666667,0.04351461148610198
nsbrkga,0.05267474,0.6574164533333333,0.05070446632096408
nsbrkga,0.1083919,0.68145286,0.045104699392215744
nsbrkga,0.16334898933333333,0.7027993733333333,0.04047850204813697
nsbrkga,0.2713263913333333,0.7372984666666667,0.03801592200285388
nsbrkga,0.3880117066666667,0.7684209,0.03992857123450399
nsbrkga,0.5587201133333334,0.8014500333333333,0.041649904889699677
nsbrkga,0.7838649533333333,0.8302393066666667,0.04151551775051401
nsbrkga,1.0864272933333334,0.8529545133333333,0.0432172893253075
nsbrkga,1.4981131666666667,0.8693234666666667,0.0447848094191204
nsbrkga,2.0519894533333334,0.8809233733333334,0.04590521989335203
nsbrkga,2.7986134,0.88898976,0.04661822476741799
nsbrkga,3.8089478,0.89484278,0.046745736397887726
nsbrkga,5.171673533333333,0.8987733,0.046118956970538
nsbrkga,7.016848933333334,0.9020060666666667,0.04552362515401548
nsbrkga,9.508800133333333,0.90503504,0.04553785082982871
nsbrkga,12.875022733333333,0.9077089333333334,0.04599244580438564
nsbrkga,17.4292436,0.90878804,0.04617589968656984
nsbrkga,23.587617333333334,0.9092270066666667,0.046156603067508115
nsbrkga,31.921228,0.9094180933333333,0.04615610480601362
nsbrkga,43.19652333333333,0.9096163333333334,0.04616007076993556
nsbrkga,58.45788266666667,0.90982994,0.04619664495099097
nsbrkga,79.120794,0.9099753133333334,0.04618177761251183
nsbrkga,107.115346,0.91031114,0.046136609684227614
nsbrkga,145.04894666666667,0.9107481866666667,0.045928874900685014
nsbrkga,196.4708,0.9111184733333333,0.04576116336295985
nsbrkga,266.20288,0.9115885666666667,0.04555114604447757
nsbrkga,360.80084,0.9121845333333334,0.045319872364224724
nsbrkga,489.1737533333333,0.9130207533333333,0.04492736835360333
nsbrkga,663.44322,0.9140004133333334,0.04495972616801816
nsbrkga,900.02354,0.91517498,0.04515878654623546
